"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"Coat","Bag","1","50yqc0o2","1","fold-1"
"Coat","Ankle boot","1","50yqc0o2","0","fold-1"
"Sandal","T-shirt/top","1","50yqc0o2","1","fold-1"
"Sandal","Trouser","1","50yqc0o2","0","fold-1"
"Sandal","Pullover","1","50yqc0o2","0","fold-1"
"Sandal","Dress","1","50yqc0o2","0","fold-1"
"Sandal","Coat","1","50yqc0o2","0","fold-1"
"Sandal","Sandal","1","50yqc0o2","979","fold-1"
"Sandal","Shirt","1","50yqc0o2","0","fold-1"
"Sandal","Sneaker","1","50yqc0o2","15","fold-1"
"Sandal","Bag","1","50yqc0o2","0","fold-1"
"Sandal","Ankle boot","1","50yqc0o2","5","fold-1"
"Shirt","T-shirt/top","1","50yqc0o2","105","fold-1"
"Shirt","Trouser","1","50yqc0o2","1","fold-1"
"Shirt","Pullover","1","50yqc0o2","53","fold-1"
"Shirt","Dress","1","50yqc0o2","17","fold-1"
"Shirt","Coat","1","50yqc0o2","80","fold-1"
"Shirt","Sandal","1","50yqc0o2","0","fold-1"
"Shirt","Shirt","1","50yqc0o2","739","fold-1"
"Shirt","Sneaker","1","50yqc0o2","0","fold-1"
"Shirt","Bag","1","50yqc0o2","5","fold-1"
"Shirt","Ankle boot","1","50yqc0o2","0","fold-1"
"Sneaker","T-shirt/top","1","50yqc0o2","0","fold-1"
"Sneaker","Trouser","1","50yqc0o2","0","fold-1"
"Sneaker","Pullover","1","50yqc0o2","0","fold-1"
"Sneaker","Dress","1","50yqc0o2","0","fold-1"
"Sneaker","Coat","1","50yqc0o2","0","fold-1"
"Sneaker","Sandal","1","50yqc0o2","5","fold-1"
"Sneaker","Shirt","1","50yqc0o2","0","fold-1"
"Sneaker","Sneaker","1","50yqc0o2","984","fold-1"
"Sneaker","Bag","1","50yqc0o2","0","fold-1"
"Sneaker","Ankle boot","1","50yqc0o2","11","fold-1"
"Bag","T-shirt/top","1","50yqc0o2","2","fold-1"
"Bag","Trouser","1","50yqc0o2","0","fold-1"
"Bag","Pullover","1","50yqc0o2","3","fold-1"
"Bag","Dress","1","50yqc0o2","2","fold-1"
"Bag","Coat","1","50yqc0o2","1","fold-1"
"Bag","Sandal","1","50yqc0o2","2","fold-1"
"Bag","Shirt","1","50yqc0o2","2","fold-1"
"Bag","Sneaker","1","50yqc0o2","2","fold-1"
"Bag","Bag","1","50yqc0o2","986","fold-1"
"Bag","Ankle boot","1","50yqc0o2","0","fold-1"
"Ankle boot","T-shirt/top","1","50yqc0o2","1","fold-1"
"Ankle boot","Trouser","1","50yqc0o2","0","fold-1"
"Ankle boot","Pullover","1","50yqc0o2","0","fold-1"
"Ankle boot","Dress","1","50yqc0o2","0","fold-1"
"Ankle boot","Coat","1","50yqc0o2","0","fold-1"
"Ankle boot","Sandal","1","50yqc0o2","4","fold-1"
"Ankle boot","Shirt","1","50yqc0o2","0","fold-1"
"Ankle boot","Sneaker","1","50yqc0o2","36","fold-1"
"Ankle boot","Bag","1","50yqc0o2","0","fold-1"
"Ankle boot","Ankle boot","1","50yqc0o2","959","fold-1"
